title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Thackeray (film),tt7777196,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Thackeray_film_poster.jpeg/220px-Thackeray_film_poster.jpeg,https://en.wikipedia.org/wiki/Thackeray_(film),Thackeray,Thackeray,0.0,2019,120,Biography|Drama,5.1,2301.0,Balasaheb Thackrey works as a cartoonist for a newspaper. But his editor isn't happy with it as he creates cartoons of politician which affects the sales of his paper.He is asked to try something else but he quits his job and now his only aim is to fight for the rights of Marathi people. He sees that Marathi people don't have any respect and are made to do all odd works. With a few people  he starts to help the needy and gains respect. To fight for the rights he also goes against the law and comes in the eye of politics. After entering politics he starts his own party named after Shivaji Maharaj as Shiv Sena. After giving Marathi Manoos his equal rights his only wish is that one day the Chief Minister of Maharashtra should be a Marathi Manoos.,Biographical account of Shiv Sena Supremo  Balasaheb Thackeray.,,Nawazuddin Siddiqui|Amrita Rao|Abdul Quadir Amin|Sanjay Narvekar|Prakash Belawadi|Vineet Sharma|Radha Sagar|Sonamoni Jayant Gadekar|Satish Alekar|Micky Makhija|Nikhil Mahajan|Resh Lamba|Jaywant Wadkar|Laxman Singh Rajput|,,25 January 2019 (India)
Samrat & Co.,tt3636776,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Samrat_%26_Co_%E2%80%94_poster.jpg/220px-Samrat_%26_Co_%E2%80%94_poster.jpg,https://en.wikipedia.org/wiki/Samrat_%26_Co.,Samrat & Co.,Samrat & Co.,0.0,2014,125,Mystery|Thriller,6.3,1013.0,A young  beautiful and rich girl  Dimpy Singh (Madalsa Sharma)  approaches Samrat Tilakdhari (Rajeev Khandelwal)  a private investigator  with a strange case. How will Samrat unfold the mysteries? Will there be more mysteries while he is investigating? Will the case be solved?,A small town tycoon gets murdered. The daughter hires a private investigator to catch the real culprit.,Get Ready for the Dilchasp Rahasya Ride,Rajeev Khandelwal|Madalsa Sharma|Gopal Dutt|Girish Karnad|Priyanshu Chatterjee|Shreya Narayan|Indraneil Sengupta|Barkha Bisht|Ravi Jhankal|Puja Gupta|Rajniesh Duggall|Bhaumik Sampat|Pradeep Welankar|Smita Jaykar|,,25 April 2014 (India)
Kya Dilli Kya Lahore,tt2063745,https://upload.wikimedia.org/wikipedia/en/9/9f/Kya_dilli_kya_lahore_the_movie.jpg,https://en.wikipedia.org/wiki/Kya_Dilli_Kya_Lahore,Kya Dilli Kya Lahore,Kya Dilli Kya Lahore,0.0,2014,98,Drama|History|War,7.4,1761.0,In 1948  a cross-fire erupts at an isolated stretch of Indo-Pak border  leaving only two soldiers alive. One is an Indian soldier of Pakistani origin while the other happens to be a Pakistani soldier of Indian origin. An ironic story of pride and survival begins when - in an attempt to evade danger  they bump into each other. And amidst continuous exchange of bullets  altercations and murkier situations  it evolves into a journey of human connection with an unforeseeable end.,In 1948  a cross-fire erupts at an isolated stretch of Indo-Pak border  leaving only two soldiers alive. One is an Indian soldier of Pakistani origin while the other happens to be a ...                    ,,Vijay Raaz|Manu Rishi Chadha|Raj Zutshi|,,2 May 2014 (India)
Chaar Din Ki Chandni,tt2191641,,https://en.wikipedia.org/wiki/Chaar_Din_Ki_Chandni,Chaar Din Ki Chandni,Chaar Din Ki Chandni,0.0,2012,131,Comedy|Romance,4.1,374.0,Chandini comes to India to attend Veer's sisters wedding. In those four days  she wins everyone's heart.,Chandini comes to India to attend Veer's sisters wedding. In those four days  she wins everyone's heart.,,Tusshar Kapoor|Kulraj Randhawa|Anupam Kher|Om Puri|Johnny Lever|Anita Raj|Farida Jalal|Harish|Chandrachur Singh|Sushant Singh|Mukul Dev|Avtar Gill|Rahul Singh|Hemant Pandey|,,9 March 2012 (India)
Dream Girl (2019 film),tt9248940,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Dream_Girl.png/220px-Dream_Girl.png,https://en.wikipedia.org/wiki/Dream_Girl_(2019_film),Dream Girl,Dream Girl,0.0,2019,132,Comedy|Romance,7.5,4077.0,Rom-com Movie  directed by Raaj Shaandilyaa  stars Ayushmann Khurrana who plays a 'dream girl'. In every love story  there is always one trying to win the heart of the other  who could be the 'dream girl'.,Rom-com Movie  directed by Raaj Shaandilyaa  stars Ayushmann Khurrana who plays a 'dream girl'. In every love story  there is always one trying to win the heart of the other  who could be the 'dream girl'.,,Ayushmann Khurrana|Nushrat Bharucha|Annu Kapoor|Raj Bhansali|Manjot Singh|,,13 September 2019 (USA)
Break Ke Baad,tt1578261,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Break_Ke_Baad_first_look_poster.jpg/220px-Break_Ke_Baad_first_look_poster.jpg,https://en.wikipedia.org/wiki/Break_Ke_Baad,Break Ke Baad,Break Ke Baad,0.0,2010,118,Comedy|Drama|Romance,5.2,3714.0,Mumbai-based Aaliya Khan and Abhay Gulati have been close friends for over a decade but Aaliya is not prepared to take this relationship to a marriage. Instead  without any warning  she decides to re-locate to Australia  to live with her aunt. Upon arrival  she finds her aunt very stern and organized  and ends up moving out to live with Nadia and Cyrus. Concerned about her safety  Abhay travels there but gets a lukewarm reception. She takes to acting  while he drives a taxi and then starts selling home-made food. He eventually returns home and takes Aaliya totally by surprise when she finds out that he is getting married.,Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.,,Deepika Padukone|Imran Khan|Lillete Dubey|Sharmila Tagore|Shahana Goswami|Navin Nischol|Parzaan Dastur|Neelu Kohli|Yudhishtir Urs|Gaurav Nanda|Ziyah Vastani|,2 nominations,26 November 2010 (USA)
Thanks Maa,tt1437367,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/ThanksMaa2010Poster.jpg/220px-ThanksMaa2010Poster.jpg,https://en.wikipedia.org/wiki/Thanks_Maa,Thanks Maa,Thanks Maa,0.0,2009,120,Crime|Drama,8.0,666.0,While on the run from the reformatory  a 12 year old boy named Municipality finds and saves a two day old abandoned baby from becoming the prey to a ferocious street dog. Failing to find any takers among the people whom he deemed responsible and respectable  Municipality takes up the onus of finding the mother of that abandoned baby himself. Municipality's rock steady determination ultimately helps him emerge a winner against all odds as he reaches that baby's mother but in bargain he loses his most precious possession  the flawless and god-like image of a mother he used to see in his dreams and probably the hope that he'll ever find his own mother again.,A homeless petty thief attempts to find the biological mother of an abandoned baby.,,Master Shams|Master Salman|Master Jaffer|Master Fayaaz|Baby Almas|,,5 March 2010 (India)
Shaadi Ke Side Effects,tt3302962,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Shaadi_ke_side_effects.jpg/220px-Shaadi_ke_side_effects.jpg,https://en.wikipedia.org/wiki/Shaadi_Ke_Side_Effects,Shaadi Ke Side Effects,Shaadi Ke Side Effects,0.0,2014,145,Comedy|Romance,5.6,3613.0,Sid and Trisha are happily married couple until they find out that they are having a baby. This changes everything for both of them; specially Sid. Life is getting difficult and boring for Sid day by day until he discovers a key to success in family life from a friend who is know for his brilliant performances as a father and a husband. He too begins to follow his lead and enters in to a two-way life style. In a one he is a great father and a husband and in his secret life he is enjoying his life as he used to enjoy in his bachelor life. Everything goes perfectly well until a third person enters to their life. From that point onward Sid's marriage life is moving toward a disaster. He tries his best to save it for the sake of his child. He finally understands how important his wife and child for him.,A complicated relationship develops between a man and woman after getting married and having a baby.,,Farhan Akhtar|Vidya Balan|Vir Das|Ram Kapoor|Gautami Kapoor|Rati Agnihotri|Ila Arun|Purab Kohli|,,28 February 2014 (India)
Sooper Se Ooper,tt3005850,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Sooper_Se_Ooper_Theatrical_Poster_%282013%29.jpg/220px-Sooper_Se_Ooper_Theatrical_Poster_%282013%29.jpg,https://en.wikipedia.org/wiki/Sooper_Se_Ooper,Sooper Se Ooper,Sooper Se Ooper,0.0,2013,\N,Comedy,4.3,156.0,A city guy goes to rural Rajasthan to look for his uncle.,A city guy goes to rural Rajasthan to look for his uncle.,,Tinnu Anand|Mahesh Balraj|Mithilesh Chaturvedi|Vir Das|Deepak Dobriyal|Gulshan Grover|Mohan Kapoor|Kirti Kulhari|Yashpal Sharma|,,25 October 2013 (India)
Wajah Tum Ho,tt5638474,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Sana_Khan%27s_Wajah_Tum_Ho_poster.jpg/220px-Sana_Khan%27s_Wajah_Tum_Ho_poster.jpg,https://en.wikipedia.org/wiki/Wajah_Tum_Ho,Wajah Tum Ho,Wajah Tum Ho,0.0,2016,136,Drama|Mystery|Romance,4.3,1000.0,A TV channel owned by Rahul Oberoi is hacked and the murder of police officer Ramesh Sarnaik is broadcast live. Rahul is interrogated by inspector Kabir Deshmukh of Mumbai police and defended by his lawyer Sia whose boyfriend Ranveer is the prosecution lawyer. During the investigation  police find Karan Parekh  Rahul's old business partner  to be the suspect but before they could get hold of him Karan's murder is also telecast live on the same channel. Kabir now has to find a link which joins Rahul  Karan and Sarnaik which is leading to the murders.,People get entangled in a mystery when a murder is committed on live television.,From the makers of Hate Story 2 & 3.,Sharman Joshi|Sana Khaan|Gurmeet Choudhary|Rajniesh Duggall|Himmanshoo A. Malhotra|Prarthana Behere|Sherlyn Chopra|Zareen Khan|,,16 December 2016 (India)
Heartless (2014 film),tt3334348,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Heartless_2014%2C_official_poster.jpg/220px-Heartless_2014%2C_official_poster.jpg,https://en.wikipedia.org/wiki/Heartless_(2014_film),Heartless,Heartless,0.0,2014,131,Drama|Family|Romance,5.2,429.0,A young man  Aditya Singh (Adhyayan)  who fell deeply in love with a beautiful girl (Ariana). Soon he had a severe heart-attack  and when consulted with his doctor-friend (Shekhar Suman)  he then suggested him to do a heart-transplant. As Aditya lands in the operation theatre  some bizarre thing happens in his life  and lots of unsaid and controversial betrayed story unfolds.,A young man  Aditya Singh (Adhyayan)  who fell deeply in love with a beautiful girl (Ariana). Soon he had a severe heart-attack  and when consulted with his doctor-friend (Shekhar Suman)  ...                    ,,Adhyayan Suman|Ariana Ayam|Deepti Naval|Om Puri|Shekhar Suman|,1 nomination,7 February 2014 (India)
Staying Alive (2012 film),tt2188893,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Staying_Alive.jpg/220px-Staying_Alive.jpg,https://en.wikipedia.org/wiki/Staying_Alive_(2012_film),Staying Alive,Staying Alive,0.0,2012,89,Drama,5.7,26.0,A newspaper sub-editor  Aditya (Ananth Mahadevan) suffers his third heart attack and finds himself in the ICU of a hospital. On the bed next to him is Shaukat Ali (Saurabh Shukla)  a gangster who has suffered his first heart attack. While Aditya scoffs at death  Ali is terrified of dying. The movie is his journey of realising death is inevitable and the greatest feeling is to simply be alive.,A newspaper sub-editor  Aditya (Ananth Mahadevan) suffers his third heart attack and finds himself in the ICU of a hospital. On the bed next to him is Shaukat Ali (Saurabh Shukla)  a ...                    ,,Jahangir Khan|Ananth Narayan Mahadevan|Navni Parihar|Chandan Sanyal|Ranjana Sasan|Saurabh Shukla|,,3 February 2012 (India)
Firangi,tt7549484,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Firangi_-_Poster_1.jpg/220px-Firangi_-_Poster_1.jpg,https://en.wikipedia.org/wiki/Firangi,Firangi,Firangi,0.0,2017,158,Comedy|Drama,4.5,913.0,Manga  an unemployed young man from village Behrampur  was born with a healing gift through which he could cure anyone's backache. This unique ability of his helps him get the job of Orderly from British Officer Mark Daniels. During a visit to village Naku Guda for his friend Heera's wedding  Manga comes across Sargi and falls in love with her. Manga's parents visit Sargi's house with a marriage proposal but Lalaji  Sargi's grandfather  who is not happy with Manga working for the Britishers  refuses the proposal. Raja Inderveer Singh asks all the people of village Naku Guda to relocate to some other place as he intends to set up a Distillery there. Sensing an opportunity to impress Lalaji  Manga decides to help the villagers and complains about it to Officer Mark Daniels  unaware of the fact that his officer is in cahoots with Raja Inderveer Singh. An unsuspecting Manga is manipulated by Mark Daniels and Raja Inderveer Singh and ends up helping them deceive the villagers. Now the ...,When there are disputes in life  love overcomes all challenges and truth prevails. Set in the colonial era  Firangi is the story of a mutiny staged by the villagers against the Britishers.,,Kapil Sharma|Ishita Dutta|Monica Gill|Edward Sonnenblick|Kumud Mishra|Anjan Srivastav|Inaamulhaq|Rajesh Sharma|Jameel Khan|Jatinder Kaur|Vishal Om Prakash|Roshni Walia|Naisha Khanna|Sharan Makkar|,1 nomination,1 December 2017 (USA)
Love Breakups Zindagi,tt1877691,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/LBZ_pic.jpg/220px-LBZ_pic.jpg,https://en.wikipedia.org/wiki/Love_Breakups_Zindagi,Love Breakups Zindagi,Love Breakups Zindagi,0.0,2011,156,Comedy|Drama|Romance,5.7,930.0,Delhi-based Jai Malhotra is engaged to Radhika and their marriage is expected to take place soon  while Mumbai-based Naina Kapoor has a boyfriend in Dhruv and both are also plan to wed. Both travel without their respective lovers to Chandigarh to attend the marriage of Arjun and Gayatri. They meet with Gayatri's grandmother  Bijji  and mingle with others. They also organize a night of entertainment  which is also attended by Dhruv. The festivities turn to sorrow the next day when Bijji unexpectedly passes away. After a brief mourning period  the marriage takes place  and everyone returns to their respective homes. With their minds still fresh from memories and photographs from the wedding  they then experience issues and challenges when they attempt to adjust back into their respective lives.,A couple and many of their friends experience changes and challenges in their respective lives after attending a wedding.,,Zayed Khan|Dia Mirza|Cyrus Sahukar|Tisca Chopra|Satyadeep Misra|Vaibhav Talwar|Pallavi Sharda|Auritra Ghosh|Umang Jain|Farida Jalal|,,7 October 2011 (India)
Hate Story 4,tt5325684,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Hate_Story_4_Official_Poster.jpg/220px-Hate_Story_4_Official_Poster.jpg,https://en.wikipedia.org/wiki/Hate_Story_4,Hate Story IV,Hate Story IV,0.0,2018,131,Crime|Drama|Thriller,3.3,1203.0,London based Aryan and Rajveer are son of business tycoon Vikram Khurana.Aryan is handling the family business and is looking out for a new female face for his campaign.He is in love with Rishma whose also looking after his business.Rajveer is a womanizer and professional photographer who approaches Taasha to be the model of their campaign.Taasha soon becomes a star and both brothers fall in love with her.Which leads Aryan to murder Rishma after she finds about his relationship with Taasha.After Aaryan and Taasha dispose Rishma's body it is reveled that Taasha is not who she claims and has come to revenge against Khurana's.,London based Aryan and Rajveer are son of business tycoon Vikram Khurana.Aryan is handling the family business and is looking out for a new female face for his campaign.He is in love with ...                    ,Hate is coming.,Lee Byford|Urvashi Rautela|Gulshan Grover|Vaunisha Kapoor|Lee Nicholas Harris|Ty Hurley|Komal Chhabria|Shaad Randhawa|Atul Sharma|Manoj Anand|Daniel Eghan|Tia Bajpai|Vivan Bhatena|Swaylee Loughnane|,,9 March 2018 (India)
Daas Dev,tt4979110,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/32px-Flag_of_India.svg.png,https://en.wikipedia.org/wiki/Aur_Devdas,Daas Dev,Daas Dev,0.0,2018,140,Drama|Thriller,5.1,205.0,Daas Dev is a 2018 romantic-thriller  with an interesting  modern take on the classic tale of DevDas-Paro-Chandramukhi love triangle  starring Rahul Bhat as Dev  the supremely talented Richa Chadda as Paro  and Aditi Rao Hydari as Chandni.,Daas Dev is a 2018 romantic-thriller  with an interesting  modern take on the classic tale of DevDas-Paro-Chandramukhi love triangle  starring Rahul Bhat as Dev  the supremely talented Richa Chadda as Paro  and Aditi Rao Hydari as Chandni.,,Yogesh Raj Mishra|,,27 April 2018 (India)
Jayantabhai Ki Luv Story,tt2622130,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Jayanta_Bhai.jpg/220px-Jayanta_Bhai.jpg,https://en.wikipedia.org/wiki/Jayantabhai_Ki_Luv_Story,Jayantabhai Ki Luv Story,Jayantabhai Ki Luv Story,0.0,2013,130,Action|Comedy|Romance,5.3,1143.0,Jayantabhai is a street-thug and small time gangster  who unexpectedly falls in love with his enemy  who is Simrin. A romantic caper about how people unknowingly fall in love with people they least expect to.,Jayantabhai is a street-thug and small time gangster  who unexpectedly falls in love with his enemy  who is Simrin. A romantic caper about how people unknowingly fall in love with people they least expect to.,Luvgiri more danger than Bhaigiri!,Vivek Oberoi|Neha Sharma|Rahul Singh|Nikhil Ratnaparkhi|Shishir Sharma|Him Dayal Singh|Vishwanath Chatterjee|Jiten Mukhi|Falguni Rajani|Nilofer Raza|,,15 February 2013 (India)
The Ghazi Attack,tt6299040,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/The_Ghazi_Attack_Poster.jpg/220px-The_Ghazi_Attack_Poster.jpg,https://en.wikipedia.org/wiki/The_Ghazi_Attack_(film),The Ghazi Attack,The Ghazi Attack,0.0,2017,116,Action|Thriller|War,7.6,10332.0,In 1971  amid rising tensions between India and Pakistan over the liberation war of East Pakistan  Pakistan navy  in a top secret mission  plans an attack on Indian majestic-class aircraft carrier INS Vikrant  to gain control over the waters of Bay of Bengal. They send their best-in-class submarine PNS Ghazi  but are intercepted by an Indian submarine INS Karanj (S21). An underwater attack ensues.,A Pakistani submarine  Ghazi plans to secretly attack Vizag port. For doing so  it has to get past Indian submarine S21.,The war you did not know about,Rana Daggubati|Kay Kay Menon|Atul Kulkarni|Om Puri|Nassar|Rahul Singh|Milind Gunaji|Taapsee Pannu|,1 win & 7 nominations,17 February 2017 (USA)
Karar: The Deal,tt3565354,,https://en.wikipedia.org/wiki/Karar:_The_Deal,Karar: The Deal,Karar: The Deal,0.0,2014,115,Thriller,4.3,53.0,Nikita  the granddaughter of a rich and old man  is asthmatic and resides in South Africa. While her family is just about her Dadaji and their care taker Annie  their life changes when Dr. Aryan enters.,Nikita  the granddaughter of a rich and old man  is asthmatic and resides in South Africa. While her family is just about her Dadaji and their care taker Annie  their life changes when Dr. Aryan enters.,Mera jism... Mera hatyaar (My body... My weapon),Mahek Chahal|Tarun Arora|Shashi Wadia|,,21 February 2014 (India)
Aakhari Decision,tt1606162,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/AakhariDecision2010Poster.jpg/220px-AakhariDecision2010Poster.jpg,https://en.wikipedia.org/wiki/Aakhari_Decision,Aakhari Decision,Aakhari Decision,0.0,2010,\N,Action|Drama|Thriller,6.1,66.0,Arjun is an assassin who operates internationally and works for India-based Victor Chaku. He is in love with Manasi  who wants him to quit  and he accordingly approaches Victor with this request. Victor is willing to conditionally let him quit  and even pay for his marriage  provided he carries out one last assignment. Arjun accepts and accordingly sets out to kill Mumbai Police Commissioner Shyam Singh who is traveling by train to Kaliyapur to visit an ailing friend. Arjun manages to secure a seat opposite Shyam but finds his movements are being monitored by Victor's goon  David D'Souza  who is also on board. Arjun then sets out to carry out his gruesome task not knowing that a passenger  Rajeev Chowdhary  is not who he claims to be.,An assassin  who wants to quit  is asked to carry out a final assignment.,Make the right decision,Paul Sidhu|Sumona Chakravarti|Anant Jog|Nagesh Bhonsle|Rio Kapadia|Navni Parihar|Pradeep Kharab|Curtis Buck|Mushtaq Khan|Shamar Andrew|Kamlesh Sawant|Ghanshyam Garg|,,19 February 2010 (India)
Article 15 (film),tt10324144,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Article_15_Poster.jpg/220px-Article_15_Poster.jpg,https://en.wikipedia.org/wiki/Article_15_(film),Article 15,Article 15,0.0,2019,130,Crime|Drama,8.3,13417.0,In the rural heartlands of India  an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.,In the rural heartlands of India  an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.,Farq Bahut Kar Liya| Ab Farq Laayenge.,Ayushmann Khurrana|Nassar|Manoj Pahwa|Kumud Mishra|Isha Talwar|Sayani Gupta|Mohammed Zeeshan Ayyub|Subhrajyoti Barat|Sushil Pandey|Aakash Dabhade|Ashish Verma|Ronjini Chakraborty|Veen|Sumbul Touqueer|,1 win,28 June 2019 (USA)
Bullett Raja,tt2551378,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Bullett_raja.jpg/220px-Bullett_raja.jpg,https://en.wikipedia.org/wiki/Bullett_Raja,Bullett Raja,Bullett Raja,0.0,2013,138,Action|Crime|Drama,5.0,3508.0,Bullett Raja is the story of a common man  Raja Mishra  who transforms into a dreaded gangster of the Hindi heartland. A victim of the system and chained by it  Raja's life changes as he takes on those that rule and shakes the very foundations of the nexus of the police  the government  and the industrialists. As he rises and revolts against the system becoming an outlaw  Bullett sets ablaze the nexus and changes the landscape forever. The powers that be  fight back in a compelling struggle for power and money against the backdrop of personal ambitions  greed and revenge. Redefining love  friendship and loyalty  Bullet Raja creates a world  where a common man  tests his endurance and fortitude against the very system he once obediently followed and then declared a war on it!,A common man who transforms into a gangster revolts against the very system he once obediently followed by declaring war on the police  the government  and the industrialists.,,Saif Ali Khan|Jimmy Sheirgill|Vidyut Jammwal|Sonakshi Sinha|Raj Babbar|Gulshan Grover|Ravi Kishan|Chunky Pandey|Vipin Sharma|Rishad Rizvi|Gaurav Jha|,2 wins,29 November 2013 (USA)
Lakshmi (2014 film),tt2976176,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Nagesh_Kunkunoor_Lakshmi_Film_Movie_Poster.jpg/220px-Nagesh_Kunkunoor_Lakshmi_Film_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Lakshmi_(2014_film),Lakshmi,Lakshmi,0.0,2014,115,Drama,8.0,1240.0,Based on true events  Lakshmi is a story of heroism and untold courage. Lakshmi  a 13 year old girl is kidnapped and sold into prostitution. Thrown into this horrific  inhuman world where she is raped and brutally beaten she barely survives with the help of the other girls and her own will to never give in. Finally she is rescued in a police raid. Against all odds  Lakshmi shows courage where everybody else fails. Resisting all pressure - violent threats  coercion and bribes  she stands up in court and in a landmark case in India  succeeds in putting the traffickers behind bars.,Based on true events  Lakshmi is a story of heroism and untold courage. Lakshmi  a 13 year old girl is kidnapped and sold into prostitution. Thrown into this horrific  inhuman world where ...                    ,A Story of Hope.Courage.Victory,Monali Thakur|,1 win,21 March 2014 (India)
Diwangi Ne Had Kar Di,,https://upload.wikimedia.org/wikipedia/en/3/3a/Diwangi_Ne_Had_Kar_Di.jpg,https://en.wikipedia.org/wiki/Diwangi_Ne_Had_Kar_Di,,,,,,,,,,,,,,
Made in China (2019 film),tt8983180,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Made_In_China_poster.jpg/220px-Made_In_China_poster.jpg,https://en.wikipedia.org/wiki/Made_In_China_(2019_film),Made in China,Made in China,0.0,2019,128,Comedy|Drama,6.3,596.0,Story of Failed Gujarati Businessman  who jumps into unknown world of China to get once in a life time business idea  which will change his life.,Story of Failed Gujarati Businessman  who jumps into unknown world of China to get once in a life time business idea  which will change his life.,,Rajkummar Rao|Mouni Roy|Boman Irani|Paresh Rawal|Gajraj Rao|Sumeet Vyas|Amyra Dastur|,,25 October 2019 (USA)
Khwaabb,tt2429930,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Khwaabb_poster.jpg/220px-Khwaabb_poster.jpg,https://en.wikipedia.org/wiki/Khwaabb,Khwaabb,Khwaabb,0.0,2014,90,Drama|Romance|Sport,5.6,62.0,Khwaab is a story about the birth of a dream  of ambition and the fierce passion to achieve that dream amidst unceasing tribulations. This intense personal journey is set in the larger  bureaucratic world of Indian sports. It illustrates why a country with a population of 1.2 billion people cannot produce medal-winning athletes. How sheer  raw talent gets wasted or destroyed by corrupt politicians and power hungry bureaucrats. Khwaab is the story of one such athlete and her struggle to succeed in the cut-throat  debauched and mired world of Indian sports.,Khwaab is a story about the birth of a dream  of ambition and the fierce passion to achieve that dream amidst unceasing tribulations. This intense personal journey is set in the larger  ...                    ,Dare To Dream...,Simer Motiani|Navdip Singh|Bajrangbali Singh|Rishi Miglani|Apexa Verma|Jeetendra Gupta|Dhirendra Gupta|Vibhav Bhisht|Abbas Ali Khan|Manoj Bakshi|,,9 May 2014 (India)
Ujda Chaman,tt11046300,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Ujda_Chaman_Film_Poster.jpg/220px-Ujda_Chaman_Film_Poster.jpg,https://en.wikipedia.org/wiki/Ujda_Chaman,Ujda Chaman,Ujda Chaman,0.0,2019,120,Comedy,8.1,1440.0,Ujda Chaman is about a 30 -year-old bachelor Chaman Kohli  a Hindi lecturer with Premature Balding and in quest of a beautiful wife. After facing several rejections as a prospective groom because of his baldness  Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever. This leads Chaman on a Funny and emotional roller coaster ride of self-discovery and acceptance.,Ujda Chaman is about a 30 -year-old bachelor Chaman Kohli  a Hindi lecturer with Premature Balding and in quest of a beautiful wife. After facing several rejections as a prospective groom ...                    ,,Sunny Singh Nijjar|Maanvi Gagroo|Saurabh Shukla|Atul Kumar|Grusha Kapoor|Gagan Arora|Karishma Sharma|,,1 November 2019 (USA)
Breakaway (2011 film),tt1736552,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Breakaway2011Poster.jpg/220px-Breakaway2011Poster.jpg,https://en.wikipedia.org/wiki/Speedy_Singhs,Breakaway,Breakaway,0.0,2011,101,Comedy|Drama|Sport,5.7,2123.0,A hockey enthusiast since 12 years of age  Toronto-based Rajvinder Singh  even went to the extent of trimming his hair  discarding his Pagri/turban  did not complete his education  incurred the wrath of his father  Darvesh  who wanted him to be involved in the family business as well as confirm and respect Sikh religion principles and values. Hoping to play professional hockey  Rajvinder  along with other fellow Sikh players  instead finds himself treated as the object of ridicule  referred to as a 'joker'  by mainstream Caucasian players. Even his friends tease him and ask him to take up 'Guli Danda' and Kabaddi'  while his father makes him work for Uncle Sammy as a truck driver. He is attracted to stunning law student Melissa Winters while her brother  Dan  offers to coach Rajvinder and his team. Unable to get themselves included in any team  they form their own  and call it 'Speedy Singhs'. They then set about to make a name for themselves with a coach who is unable to pronounce ...,An ethnic Canadian hockey player struggles against traditional family values and discrimination from mainstream hockey players.,Love. It's a team sport.,Vinay Virmani|Camilla Belle|Russell Peters|Rob Lowe|Anupam Kher|Gurpreet Ghuggi|Sakina Jaffrey|Noureen DeWulf|Kashish Suri|Pamela Sinha|Prem Singh|Al Mukadam|Ali Hassan|Rup Magon|,,23 September 2011 (India)
Anna (2016 film),tt6118134,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Anna_%282016_film%29.jpg/220px-Anna_%282016_film%29.jpg,https://en.wikipedia.org/wiki/Anna_(2016_film),Anna,Anna,0.0,2016,142,Biography,4.9,38.0,"Indian biographical film based on the life of social activist  Kisan Baburao ""Anna"" Hazare.","Indian biographical film based on the life of social activist  Kisan Baburao ""Anna"" Hazare.",,Shashank Udapurkar|Tanishaa Mukerji|Govind Namdeo|Rajit Kapoor|Sharat Saxena|Daya Shankar Pandey|Atul Srivastava|Anant Jog|Arif Zakaria|Kishore Kadam|,,14 October 2016 (India)
Bombay Velvet,tt2979920,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Bombay_Velvet_poster.jpg/220px-Bombay_Velvet_poster.jpg,https://en.wikipedia.org/wiki/Bombay_Velvet,Bombay Velvet,Bombay Velvet,0.0,2015,149,Action|Crime|Drama,5.7,5116.0,Set against the backdrop of ambition  love  greed  and jazz - Bombay Velvet is the story of one ordinary man who goes against all odds and forges his destiny to become a 'Big Shot'. Jazz clubs  a passionate love story  a growing metropolis and a phenomenal hunger for a good life. Welcome to the City of Dreams. Welcome to Bombay Velvet.,An ordinary man goes against all odds and forges his destiny to become a 'Big Shot'.,,Ranbir Kapoor|Anushka Sharma|Karan Johar|Satyadeep Misra|Manish Chaudhary|Kay Kay Menon|Siddartha Basu|Vivaan Shah|Vicky Kaushal|Atul Srivastava|Akash Dabas|Jagdish Rajpurohit|Varun Grover|Sandesh Jadhav|,3 wins & 3 nominations,15 May 2015 (USA)
